age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32,entrepreneur,married,high.school,unknown,yes,no,telephone,may,mon,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
32,management,single,university.degree,no,no,no,cellular,may,thu,162,4,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
52,housemaid,married,university.degree,no,yes,no,cellular,aug,thu,91,15,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,technician,married,professional.course,no,yes,no,cellular,jul,wed,231,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
71,retired,married,professional.course,no,no,no,cellular,apr,thu,559,1,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,yes
29,unemployed,divorced,university.degree,no,yes,no,cellular,jul,mon,148,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
60,admin.,married,university.degree,unknown,no,no,telephone,jun,tue,111,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
23,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,60,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
36,admin.,married,university.degree,no,yes,no,cellular,aug,mon,147,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,147,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
58,technician,married,professional.course,unknown,no,no,cellular,aug,tue,287,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
43,blue-collar,married,basic.4y,no,yes,yes,cellular,may,tue,317,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
42,technician,single,professional.course,no,yes,no,cellular,jul,tue,179,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,admin.,married,university.degree,no,yes,no,telephone,jul,wed,717,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,management,divorced,university.degree,no,no,no,cellular,apr,mon,611,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
20,student,single,high.school,no,no,no,cellular,nov,wed,229,2,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes
42,technician,married,university.degree,no,yes,no,cellular,aug,thu,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39,admin.,single,university.degree,no,yes,no,cellular,aug,mon,114,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
43,services,single,high.school,no,no,no,cellular,may,thu,337,5,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
34,blue-collar,single,basic.9y,no,no,no,cellular,apr,wed,394,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no
34,management,single,university.degree,no,no,no,cellular,may,fri,261,2,999,1,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
28,management,single,university.degree,no,yes,no,cellular,jun,thu,1161,1,4,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
70,retired,married,high.school,no,yes,no,cellular,aug,tue,162,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
42,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,256,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29,services,single,high.school,no,no,no,cellular,may,thu,138,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
41,technician,married,basic.9y,no,no,no,telephone,may,wed,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
37,admin.,single,high.school,no,no,no,telephone,may,tue,165,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,563,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,technician,single,high.school,unknown,no,no,cellular,aug,mon,95,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,technician,married,professional.course,no,no,no,cellular,aug,tue,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,340,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
56,admin.,married,university.degree,no,no,no,cellular,jul,fri,139,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
33,admin.,married,university.degree,no,no,no,cellular,aug,thu,361,1,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,139,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
34,technician,single,university.degree,no,no,no,cellular,mar,mon,180,2,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1,yes
35,admin.,married,high.school,unknown,no,yes,cellular,jul,fri,93,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,self-employed,single,university.degree,no,yes,no,cellular,jun,mon,64,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
32,technician,married,unknown,no,yes,yes,cellular,jul,fri,1973,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
36,admin.,married,university.degree,no,yes,yes,cellular,sep,tue,28,2,999,0,nonexistent,-3.4,92.379,-29.8,0.8190000000000001,5017.5,no
37,entrepreneur,married,university.degree,no,yes,no,telephone,nov,fri,45,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
41,technician,divorced,professional.course,no,unknown,unknown,telephone,oct,mon,73,1,999,0,nonexistent,-0.1,93.798,-40.4,5,5195.8,no
39,services,married,high.school,no,no,no,cellular,sep,tue,65,1,999,0,nonexistent,-3.4,92.379,-29.8,0.755,5017.5,yes
45,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,tue,397,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
33,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,wed,371,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,management,married,university.degree,no,no,yes,telephone,may,thu,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,technician,single,university.degree,no,yes,yes,cellular,may,fri,437,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
35,blue-collar,single,basic.4y,unknown,yes,no,cellular,may,mon,289,5,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
38,technician,married,professional.course,no,yes,yes,telephone,jun,thu,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
32,services,married,high.school,no,no,yes,cellular,apr,fri,340,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
41,management,married,university.degree,no,no,no,telephone,jun,thu,21,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
33,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,217,3,999,0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,yes
32,unemployed,divorced,basic.4y,no,unknown,unknown,telephone,may,thu,23,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,admin.,single,university.degree,no,no,no,cellular,aug,wed,823,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
31,admin.,married,university.degree,no,yes,no,cellular,aug,thu,95,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
49,services,single,high.school,no,no,yes,cellular,may,wed,231,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
46,services,married,basic.9y,no,no,no,cellular,may,wed,984,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,yes
25,student,single,university.degree,no,yes,no,cellular,apr,thu,92,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
32,services,married,high.school,no,yes,no,telephone,jun,tue,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
33,services,married,basic.4y,no,no,no,telephone,may,thu,402,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
36,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,391,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
48,services,married,basic.6y,unknown,yes,no,cellular,jul,tue,64,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,technician,single,professional.course,no,yes,no,telephone,jun,mon,371,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
36,blue-collar,single,basic.9y,no,no,yes,telephone,nov,wed,590,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
39,services,married,professional.course,unknown,yes,no,telephone,may,thu,126,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
33,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,218,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
34,admin.,married,university.degree,no,no,no,telephone,may,mon,81,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191,no
32,admin.,married,high.school,no,yes,no,cellular,may,wed,128,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
29,blue-collar,married,basic.6y,no,no,no,cellular,jul,mon,115,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
48,technician,married,university.degree,no,no,no,cellular,aug,thu,42,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
49,technician,married,professional.course,no,yes,yes,telephone,jun,thu,88,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
49,management,married,university.degree,no,yes,no,cellular,jun,mon,339,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
24,technician,single,professional.course,no,no,no,telephone,may,tue,240,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
27,admin.,single,university.degree,no,yes,yes,cellular,may,mon,80,1,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
29,services,single,high.school,no,no,yes,telephone,jun,mon,6,1,999,0,nonexistent,-1.7,94.055,-39.8,0.711,4991.6,no
47,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,technician,married,university.degree,no,no,no,telephone,jun,thu,136,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
41,technician,married,basic.9y,no,yes,no,telephone,may,wed,210,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
56,services,married,high.school,no,yes,no,cellular,aug,tue,460,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
58,management,married,basic.9y,no,no,no,cellular,jul,wed,109,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,642,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
38,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,retired,married,basic.4y,no,yes,no,cellular,aug,mon,153,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,technician,married,professional.course,no,yes,no,cellular,apr,fri,211,2,6,2,success,-1.8,93.749,-34.6,0.6629999999999999,5008.7,no
30,technician,single,university.degree,no,no,no,telephone,may,mon,293,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,technician,single,professional.course,no,no,no,cellular,may,tue,415,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
37,admin.,married,high.school,unknown,yes,no,telephone,may,wed,260,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
29,management,married,university.degree,no,yes,no,cellular,aug,thu,75,1,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,no
31,technician,single,professional.course,no,yes,no,cellular,jul,tue,350,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,admin.,married,university.degree,no,yes,no,cellular,jun,mon,103,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,yes
59,admin.,married,university.degree,unknown,no,no,telephone,may,tue,132,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,admin.,single,university.degree,no,yes,no,cellular,jun,fri,304,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes
29,management,single,university.degree,no,no,no,cellular,apr,mon,190,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
30,blue-collar,single,unknown,no,no,yes,telephone,jun,thu,262,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
48,admin.,divorced,high.school,no,no,yes,cellular,apr,fri,2139,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
42,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,215,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
20,student,single,unknown,no,yes,no,cellular,apr,wed,184,4,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes
47,technician,single,professional.course,unknown,no,no,telephone,jun,tue,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31,technician,married,professional.course,no,no,no,cellular,aug,mon,22,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
44,admin.,married,basic.9y,no,no,no,telephone,may,fri,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
51,management,married,university.degree,no,yes,no,cellular,aug,tue,138,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no
33,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,679,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,96,6,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,no
52,services,married,basic.6y,no,yes,no,cellular,nov,thu,283,2,999,0,nonexistent,-0.1,93.2,-42,4.0760000000000005,5195.8,no
37,unemployed,married,professional.course,no,no,yes,telephone,may,thu,110,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
28,services,married,basic.9y,unknown,no,no,telephone,may,thu,11,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
33,admin.,single,university.degree,no,yes,yes,cellular,may,thu,589,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
29,admin.,married,university.degree,no,no,no,cellular,aug,fri,190,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
34,services,married,high.school,no,yes,no,cellular,may,mon,577,1,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
26,admin.,single,university.degree,no,yes,no,cellular,apr,fri,376,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,14,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39,services,married,high.school,unknown,yes,yes,telephone,may,tue,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
33,admin.,married,high.school,no,yes,no,telephone,may,wed,67,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,technician,divorced,high.school,no,yes,no,cellular,jul,mon,357,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
48,unknown,married,unknown,unknown,yes,no,cellular,jul,tue,198,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,2462,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,yes
22,services,single,high.school,no,no,no,telephone,jun,wed,156,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
41,blue-collar,married,basic.4y,unknown,unknown,unknown,cellular,may,thu,314,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
38,technician,married,professional.course,no,no,no,telephone,may,fri,448,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
36,student,single,basic.9y,no,yes,no,telephone,jun,tue,771,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
43,entrepreneur,married,basic.9y,no,no,no,telephone,jun,tue,301,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
53,blue-collar,divorced,basic.4y,no,no,yes,cellular,jul,tue,446,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
57,retired,married,university.degree,no,yes,no,cellular,jul,mon,322,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,admin.,married,high.school,unknown,yes,no,cellular,aug,wed,136,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
40,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,117,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,thu,733,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes
34,admin.,married,university.degree,no,no,yes,cellular,jul,tue,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,admin.,single,unknown,no,no,no,cellular,nov,fri,73,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
52,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,mon,67,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
62,technician,married,unknown,no,yes,no,cellular,mar,mon,192,1,6,1,success,-1.8,93.369,-34.8,0.6459999999999999,5008.7,yes
51,admin.,married,university.degree,no,no,no,cellular,nov,tue,143,1,999,0,nonexistent,-0.1,93.2,-42,4.1530000000000005,5195.8,no
37,admin.,divorced,high.school,no,no,no,cellular,jul,tue,81,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,management,married,university.degree,no,unknown,unknown,telephone,may,mon,193,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191,no
48,blue-collar,divorced,basic.4y,no,no,no,telephone,may,thu,521,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
54,technician,married,professional.course,no,no,no,cellular,aug,thu,478,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
55,technician,married,high.school,no,yes,yes,cellular,apr,tue,376,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
31,admin.,single,high.school,unknown,no,no,telephone,jul,fri,61,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,admin.,married,university.degree,no,yes,no,cellular,nov,thu,155,1,999,0,nonexistent,-0.1,93.2,-42,4.0760000000000005,5195.8,no
28,admin.,single,university.degree,no,no,no,cellular,mar,thu,189,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,no
31,admin.,single,university.degree,no,no,no,cellular,aug,tue,507,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
26,services,single,high.school,no,no,no,cellular,jul,wed,172,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
45,services,married,basic.9y,no,yes,yes,telephone,may,thu,60,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
45,blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,303,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36,technician,married,university.degree,no,yes,no,cellular,aug,thu,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
48,admin.,married,basic.4y,no,yes,no,cellular,apr,fri,224,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
35,entrepreneur,single,university.degree,no,no,no,cellular,jul,thu,196,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
37,unemployed,single,professional.course,no,no,no,cellular,oct,fri,142,4,6,1,success,-1.1,94.601,-49.5,1.029,4963.6,no
30,admin.,divorced,high.school,no,no,no,telephone,jun,fri,13,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
26,admin.,single,university.degree,no,no,no,telephone,jul,wed,342,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
45,unemployed,divorced,high.school,no,yes,yes,cellular,may,wed,274,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
35,admin.,divorced,university.degree,no,yes,no,telephone,jun,thu,318,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
28,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,325,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29,technician,single,university.degree,no,yes,yes,telephone,jun,fri,1149,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
58,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,365,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,services,married,high.school,no,yes,no,cellular,may,fri,237,4,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
36,admin.,married,high.school,unknown,no,no,telephone,may,tue,21,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
33,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,656,1,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,yes
35,technician,married,professional.course,no,no,no,cellular,aug,tue,211,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
31,self-employed,single,university.degree,no,yes,no,telephone,nov,tue,176,4,999,0,nonexistent,-0.1,93.2,-42,4.1530000000000005,5195.8,no
31,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,management,married,university.degree,no,yes,no,cellular,jun,tue,114,3,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,yes
37,admin.,married,high.school,no,yes,no,telephone,may,wed,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
49,admin.,divorced,high.school,no,no,no,telephone,jun,thu,370,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29,student,single,university.degree,no,yes,no,cellular,jul,thu,489,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
58,retired,married,basic.4y,no,yes,no,cellular,aug,fri,239,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
46,self-employed,married,university.degree,no,yes,no,cellular,nov,mon,581,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
34,technician,married,professional.course,no,no,no,cellular,jul,mon,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38,admin.,married,university.degree,no,no,no,telephone,jun,thu,142,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
66,housemaid,married,basic.4y,no,no,yes,cellular,jul,tue,296,1,999,1,failure,-1.7,94.215,-40.3,0.8759999999999999,4991.6,no
38,admin.,married,high.school,no,no,no,cellular,jul,thu,561,2,10,2,success,-1.7,94.215,-40.3,0.782,4991.6,yes
31,admin.,married,university.degree,no,yes,no,cellular,jul,wed,255,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
47,unknown,married,unknown,unknown,yes,no,telephone,jun,wed,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
35,technician,single,professional.course,no,no,no,cellular,jul,tue,270,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,unemployed,single,basic.4y,unknown,yes,no,telephone,may,wed,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191,no
28,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,200,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
25,admin.,single,university.degree,no,no,no,cellular,may,tue,80,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
42,admin.,married,university.degree,no,no,no,cellular,aug,tue,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29,technician,single,professional.course,no,yes,no,cellular,nov,wed,107,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
33,blue-collar,married,university.degree,no,no,no,telephone,jul,thu,12,1,999,0,nonexistent,-1.7,94.215,-40.3,0.782,4991.6,no
